#Time Total flux(top) flux(bottom)
0.688852 6.88852e-09 -1e-08 0
0.691053 6.91053e-09 -1e-08 0
0.693261 6.93261e-09 -1e-08 0
0.695476 6.95476e-09 -1e-08 0
0.697698 6.97698e-09 -1e-08 0
0.699927 6.99927e-09 -1e-08 0
0.702163 7.02163e-09 -1e-08 0
0.704406 7.04406e-09 -1e-08 0
0.706656 7.06656e-09 -1e-08 0
0.708912 7.08913e-09 -1e-08 0
0.711177 7.11177e-09 -1e-08 0
0.713448 7.13448e-09 -1e-08 0
0.715726 7.15726e-09 -1e-08 0
0.718011 7.18011e-09 -1e-08 0
0.720304 7.20304e-09 -1e-08 0
0.722603 7.22604e-09 -1e-08 0
0.72491 7.24911e-09 -1e-08 0
0.727224 7.27225e-09 -1e-08 0
0.729546 7.29546e-09 -1e-08 0
0.731875 7.31875e-09 -1e-08 0
0.73421 7.34211e-09 -1e-08 0
0.736554 7.36554e-09 -1e-08 0
0.738904 7.38905e-09 -1e-08 0
0.741262 7.41263e-09 -1e-08 0
0.743628 7.43628e-09 -1e-08 0
0.746001 7.46001e-09 -1e-08 0
0.748381 7.48381e-09 -1e-08 0
0.750768 7.50769e-09 -1e-08 0
0.753164 7.53164e-09 -1e-08 0
0.755566 7.55567e-09 -1e-08 0
0.757976 7.57977e-09 -1e-08 0
0.760394 7.60395e-09 -1e-08 0
0.76282 7.6282e-09 -1e-08 0
0.765253 7.65253e-09 -1e-08 0
0.767693 7.67693e-09 -1e-08 0
0.770141 7.70142e-09 -1e-08 0
0.772597 7.72598e-09 -1e-08 0
0.775061 7.75061e-09 -1e-08 0
0.777532 7.77532e-09 -1e-08 0
0.780011 7.80012e-09 -1e-08 0
0.782498 7.82498e-09 -1e-08 0
0.784993 7.84993e-09 -1e-08 0
0.787495 7.87496e-09 -1e-08 0
0.790006 7.90006e-09 -1e-08 0
0.792524 7.92524e-09 -1e-08 0
0.79505 7.9505e-09 -1e-08 0
0.797584 7.97584e-09 -1e-08 0
0.800126 8.00126e-09 -1e-08 0
0.802676 8.02676e-09 -1e-08 0
0.805234 8.05234e-09 -1e-08 0
0.8078 8.078e-09 -1e-08 0
0.810374 8.10374e-09 -1e-08 0
0.812956 8.12956e-09 -1e-08 0
0.815546 8.15547e-09 -1e-08 0
0.818145 8.18145e-09 -1e-08 0
0.820751 8.20752e-09 -1e-08 0
0.823366 8.23366e-09 -1e-08 0
0.825989 8.25989e-09 -1e-08 0
0.82862 8.2862e-09 -1e-08 0
0.831259 8.3126e-09 -1e-08 0
0.833907 8.33908e-09 -1e-08 0
0.836563 8.36564e-09 -1e-08 0
0.839228 8.39228e-09 -1e-08 0
0.8419 8.41901e-09 -1e-08 0
0.844581 8.44582e-09 -1e-08 0
0.847271 8.47271e-09 -1e-08 0
0.849969 8.49969e-09 -1e-08 0
0.852675 8.52676e-09 -1e-08 0
0.85539 8.55391e-09 -1e-08 0
0.858114 8.58114e-09 -1e-08 0
0.860846 8.60846e-09 -1e-08 0
0.863586 8.63587e-09 -1e-08 0
0.866336 8.66336e-09 -1e-08 0
0.869094 8.69094e-09 -1e-08 0
0.87186 8.7186e-09 -1e-08 0
0.874635 8.74636e-09 -1e-08 0
0.877419 8.7742e-09 -1e-08 0
0.880212 8.80212e-09 -1e-08 0
0.883013 8.83014e-09 -1e-08 0
0.885824 8.85824e-09 -1e-08 0
0.888643 8.88643e-09 -1e-08 0
0.891471 8.91471e-09 -1e-08 0
0.894308 8.94308e-09 -1e-08 0
0.897153 8.97154e-09 -1e-08 0
0.900008 9.00008e-09 -1e-08 0
0.902872 9.02872e-09 -1e-08 0
0.905744 9.05745e-09 -1e-08 0
0.908626 9.08626e-09 -1e-08 0
0.911517 9.11517e-09 -1e-08 0
0.914417 9.14417e-09 -1e-08 0
0.917326 9.17326e-09 -1e-08 0
0.920244 9.20244e-09 -1e-08 0
0.923171 9.23171e-09 -1e-08 0
0.926107 9.26108e-09 -1e-08 0
0.929053 9.29054e-09 -1e-08 0
0.932008 9.32009e-09 -1e-08 0
0.934972 9.34973e-09 -1e-08 0
0.937946 9.37947e-09 -1e-08 0
0.940929 9.40929e-09 -1e-08 0
0.943921 9.43922e-09 -1e-08 0
0.946923 9.46924e-09 -1e-08 0
0.949934 9.49935e-09 -1e-08 0
0.952955 9.52955e-09 -1e-08 0
0.955985 9.55986e-09 -1e-08 0
0.959025 9.59025e-09 -1e-08 0
0.962074 9.62074e-09 -1e-08 0
0.965133 9.65133e-09 -1e-08 0
0.968201 9.68202e-09 -1e-08 0
0.971279 9.7128e-09 -1e-08 0
0.974367 9.74368e-09 -1e-08 0
