#Time Total flux(top) flux(bottom)
2.3493e+06 0.0256101 -3.49304e-09 5.41784e-141
2.3567e+06 0.0256362 -3.56698e-09 8.57604e-141
2.36401e+06 0.0256625 -3.64008e-09 1.35031e-140
2.3714e+06 0.0256897 -3.71403e-09 2.13746e-140
2.37898e+06 0.0257181 -3.78977e-09 3.42343e-140
2.38664e+06 0.0257475 -3.86644e-09 5.51825e-140
2.39431e+06 0.0257774 -3.94311e-09 8.89556e-140
2.40208e+06 0.0258083 -4.02076e-09 1.44317e-139
2.40994e+06 0.0258403 -4.09943e-09 2.35735e-139
2.41803e+06 0.0258737 -4.18026e-09 3.9067e-139
2.426e+06 0.0259074 -4.25999e-09 6.42846e-139
2.43408e+06 0.0259421 -4.34083e-09 1.0654e-138
2.44228e+06 0.0259781 -4.42285e-09 1.77964e-138
2.45074e+06 0.0260158 -4.50735e-09 3.02319e-138
2.45906e+06 0.0260537 -4.59057e-09 5.09345e-138
2.46751e+06 0.0260928 -4.6751e-09 8.65342e-138
2.4761e+06 0.0261333 -4.76098e-09 1.48384e-137
2.48469e+06 0.0261746 -4.84687e-09 2.54473e-137
2.49328e+06 0.0262166 -4.93275e-09 4.3632e-137
2.50201e+06 0.0262601 -5.02012e-09 7.55496e-137
2.5109e+06 0.0263051 -5.10904e-09 1.3223e-136
2.5198e+06 0.0263509 -5.19797e-09 2.31475e-136
2.52886e+06 0.0263985 -5.28858e-09 4.09809e-136
2.5381e+06 0.0264477 -5.38096e-09 7.346e-136
2.54715e+06 0.0264969 -5.47153e-09 1.30074e-135
2.55639e+06 0.0265479 -5.56394e-09 2.33102e-135
2.56583e+06 0.0266008 -5.65833e-09 4.23519e-135
2.57527e+06 0.0266547 -5.75271e-09 7.69703e-135
2.58471e+06 0.0267094 -5.8471e-09 1.39848e-134
2.59437e+06 0.0267664 -5.94368e-09 2.57918e-134
2.60403e+06 0.0268242 -6.04025e-09 4.75803e-134
2.61368e+06 0.026883 -6.13683e-09 8.77486e-134
2.62359e+06 0.0269443 -6.23589e-09 1.64601e-133
2.63349e+06 0.0270066 -6.33494e-09 3.08872e-133
2.6434e+06 0.0270698 -6.434e-09 5.79408e-133
2.65359e+06 0.0271359 -6.53589e-09 1.1084e-132
2.66378e+06 0.027203 -6.63777e-09 2.12135e-132
2.67397e+06 0.0272711 -6.73966e-09 4.0586e-132
2.68448e+06 0.0273426 -6.84483e-09 7.94555e-132
2.695e+06 0.0274151 -6.95e-09 1.55649e-131
2.70552e+06 0.0274888 -7.05517e-09 3.04791e-131
2.71642e+06 0.0275663 -7.16424e-09 6.13542e-131
2.72693e+06 0.0276421 -7.26927e-09 1.20048e-130
2.73785e+06 0.0277221 -7.3785e-09 2.41682e-130
2.74877e+06 0.0278033 -7.48773e-09 4.86936e-130
2.7597e+06 0.0278857 -7.59696e-09 9.8063e-130
2.77062e+06 0.0279693 -7.70619e-09 1.97363e-129
2.78154e+06 0.028054 -7.81542e-09 3.96956e-129
2.79304e+06 0.0281446 -7.93039e-09 8.32138e-129
2.80454e+06 0.0282364 -8.04537e-09 1.74731e-128
2.81604e+06 0.0283296 -8.16035e-09 3.66725e-128
2.82753e+06 0.0284241 -8.27533e-09 7.69099e-128
2.83903e+06 0.0285199 -8.39031e-09 1.61167e-127
2.85053e+06 0.028617 -8.50528e-09 3.37456e-127
2.86203e+06 0.0287154 -8.62026e-09 7.05994e-127
2.87352e+06 0.0288152 -8.73524e-09 1.4758e-126
2.88502e+06 0.0289163 -8.85022e-09 3.08241e-126
2.89652e+06 0.0290187 -8.9652e-09 6.43267e-126
2.90802e+06 0.0291225 -9.08018e-09 1.3413e-125
2.91952e+06 0.0292275 -9.19515e-09 2.79441e-125
2.93101e+06 0.0293339 -9.31013e-09 5.81678e-125
2.94251e+06 0.0294416 -9.42511e-09 1.20977e-124
2.95401e+06 0.0295507 -9.54009e-09 2.51387e-124
2.96551e+06 0.029661 -9.65507e-09 5.21922e-124
2.977e+06 0.0297727 -9.77004e-09 1.08264e-123
2.9885e+06 0.0298857 -9.88502e-09 2.24378e-123
3e+06 0.03 -1e-08 4.64611e-123
3.01266e+06 0.0301266 -1.00301e-08 1.04714e-122
3.01879e+06 0.0301879 -1e-08 1.51137e-122
3.02504e+06 0.0302504 -1e-08 2.18177e-122
3.03196e+06 0.0303196 -1e-08 3.27524e-122
3.03913e+06 0.0303913 -1e-08 4.99729e-122
3.04734e+06 0.0304734 -1e-08 8.14109e-122
3.0565e+06 0.030565 -1e-08 1.41238e-121
3.06675e+06 0.0306675 -1e-08 2.64172e-121
3.07814e+06 0.0307814 -1e-08 5.35947e-121
3.0898e+06 0.030898 -1e-08 1.11461e-120
3.10227e+06 0.0310227 -1e-08 2.45965e-120
3.11547e+06 0.0311547 -1e-08 5.75343e-120
3.12951e+06 0.0312951 -1e-08 1.44162e-119
3.14402e+06 0.0314402 -1e-08 3.76673e-119
3.15931e+06 0.0315931 -1e-08 1.05232e-118
3.17517e+06 0.0317517 -1e-08 3.10311e-118
3.19167e+06 0.0319167 -1e-08 9.71455e-118
3.20887e+06 0.0320887 -1e-08 3.25856e-117
3.22645e+06 0.0322645 -1e-08 1.13824e-116
3.24486e+06 0.0324486 -1e-08 4.33048e-116
3.26374e+06 0.0326374 -1e-08 1.73797e-115
3.28312e+06 0.0328312 -1e-08 7.36535e-115
3.30303e+06 0.0330303 -1e-08 3.31723e-114
3.32353e+06 0.0332353 -1e-08 1.60091e-113
3.34467e+06 0.0334467 -1e-08 8.36426e-113
3.36581e+06 0.0336581 -1e-08 4.34968e-112
3.38768e+06 0.0338768 -1e-08 2.45666e-111
3.40955e+06 0.0340955 -1e-08 1.37852e-110
3.43226e+06 0.0343226 -1e-08 8.55004e-110
3.45497e+06 0.0345497 -1e-08 5.25915e-109
3.47866e+06 0.0347866 -1e-08 3.66666e-108
3.50236e+06 0.0350236 -1e-08 2.52813e-107
3.52724e+06 0.0352724 -1e-08 2.05266e-106
3.55212e+06 0.0355212 -1e-08 1.64027e-105
3.57701e+06 0.0357701 -1e-08 1.25181e-104
3.59328e+06 0.0359328 -1e-08 3.47979e-104
3.61096e+06 0.0361096 -1e-08 1.02388e-103
3.62717e+06 0.0362717 -1e-08 2.68984e-103
3.64338e+06 0.0364338 -1e-08 6.98851e-103
3.65959e+06 0.0365959 -1e-08 1.80852e-102
3.6758e+06 0.036758 -1e-08 4.66521e-102
3.69286e+06 0.0369286 -1e-08 1.27704e-101
3.70993e+06 0.0370993 -1e-08 3.50113e-101
3.72699e+06 0.0372699 -1e-08 9.5671e-101
3.74405e+06 0.0374405 -1e-08 2.60441e-100
3.76112e+06 0.0376112 -1e-08 7.06278e-100
3.77818e+06 0.0377818 -1e-08 1.908e-99
3.79524e+06 0.0379524 -1e-08 5.13475e-99
3.8123e+06 0.038123 -1e-08 1.37658e-98
3.82937e+06 0.0382937 -1e-08 3.6764e-98
3.84643e+06 0.0384643 -1e-08 9.78111e-98
3.86349e+06 0.0386349 -1e-08 2.59239e-97
3.88056e+06 0.0388056 -1e-08 6.8448e-97
3.89762e+06 0.0389762 -1e-08 1.80041e-96
3.91468e+06 0.0391468 -1e-08 4.71778e-96
3.93175e+06 0.0393175 -1e-08 1.23157e-95
3.94881e+06 0.0394881 -1e-08 3.20289e-95
3.96587e+06 0.0396587 -1e-08 8.29827e-95
3.98294e+06 0.0398294 -1e-08 2.1419e-94
4e+06 0.04 -1e-08 5.50783e-94
4.01852e+06 0.0401852 -1e-08 1.5621e-93
4.03669e+06 0.0403669 -1e-08 4.33987e-93
4.05558e+06 0.0405558 -1e-08 1.26165e-92
4.0741e+06 0.040741 -1e-08 3.56663e-92
4.09262e+06 0.0409262 -1e-08 1.00124e-91
4.11152e+06 0.0411152 -1e-08 2.87383e-91
